3.970979003906250000e+03,1.953767333984375000e+03
4.002795410156250000e+03,1.985091918945312500e+03
4.033982421875000000e+03,2.016391479492187500e+03
4.064971679687500000e+03,2.047871582031250000e+03
4.096138183593750000e+03,2.079026367187500000e+03
4.002777587890625000e+03,1.922233886718750000e+03
4.033997558593750000e+03,1.953740966796875000e+03
4.065662841796875000e+03,1.985723999023437500e+03
4.096782714843750000e+03,2.016355102539062500e+03
4.127729492187500000e+03,2.048104736328125000e+03
4.034126708984375000e+03,1.891596069335937500e+03
4.065950927734375000e+03,1.922751708984375000e+03
4.097027832031250000e+03,1.954289306640625000e+03
4.128073242187500000e+03,1.985848144531250000e+03
4.159030273437500000e+03,2.017009399414062500e+03
4.066311279296875000e+03,1.859342163085937500e+03
4.097726074218750000e+03,1.891704956054687500e+03
4.129170410156250000e+03,1.922916992187500000e+03
4.160008789062500000e+03,1.954794311523437500e+03
4.190767578125000000e+03,1.985983276367187500e+03
4.098782714843750000e+03,1.828138061523437500e+03
4.130198242187500000e+03,1.860044433593750000e+03
4.160979003906250000e+03,1.891963012695312500e+03
4.191355468750000000e+03,1.923693969726562500e+03
4.222125000000000000e+03,1.955222290039062500e+03
4.130931152343750000e+03,1.796941406250000000e+03
4.162145507812500000e+03,1.828856689453125000e+03
4.193061035156250000e+03,1.860954345703125000e+03
4.223897460937500000e+03,1.892787231445312500e+03
4.253988281250000000e+03,1.924608032226562500e+03
4.163268554687500000e+03,1.765719360351562500e+03
4.194812988281250000e+03,1.797975341796875000e+03
4.225095214843750000e+03,1.829842407226562500e+03
4.255285644531250000e+03,1.862148071289062500e+03
4.285747558593750000e+03,1.893801635742187500e+03
