5.569696777343750000e+03,2.035102294921875000e+03
5.602276855468750000e+03,2.067199462890625000e+03
5.634235351562500000e+03,2.100128417968750000e+03
5.666873046875000000e+03,2.132010498046875000e+03
5.698739257812500000e+03,2.164019775390625000e+03
5.603083496093750000e+03,2.002727416992187500e+03
5.635823730468750000e+03,2.035089599609375000e+03
5.667840820312500000e+03,2.067726806640625000e+03
5.700021972656250000e+03,2.100068359375000000e+03
5.731365722656250000e+03,2.131814453125000000e+03
5.637009277343750000e+03,1.969870239257812500e+03
5.668871582031250000e+03,2.002836059570312500e+03
5.701206542968750000e+03,2.035351928710937500e+03
5.733177246093750000e+03,2.067901123046875000e+03
5.764914550781250000e+03,2.100023193359375000e+03
5.670977050781250000e+03,1.936821533203125000e+03
5.702965332031250000e+03,1.970129516601562500e+03
5.734950195312500000e+03,2.003255493164062500e+03
5.766639648437500000e+03,2.035779296875000000e+03
5.798002441406250000e+03,2.068016601562500000e+03
5.704959960937500000e+03,1.904013183593750000e+03
5.737035644531250000e+03,1.937681396484375000e+03
5.768712890625000000e+03,1.970831909179687500e+03
5.799675292968750000e+03,2.003768554687500000e+03
5.831064941406250000e+03,2.035807861328125000e+03
5.738931152343750000e+03,1.871126831054687500e+03
5.770718261718750000e+03,1.905198120117187500e+03
5.802255859375000000e+03,1.938192993164062500e+03
5.832859375000000000e+03,1.971287475585937500e+03
5.863130371093750000e+03,2.004248046875000000e+03
5.773108398437500000e+03,1.839115844726562500e+03
5.804201660156250000e+03,1.873059204101562500e+03
5.835700683593750000e+03,1.906156738281250000e+03
5.866220214843750000e+03,1.939317260742187500e+03
5.896338867187500000e+03,1.972331176757812500e+03
