3.969847167968750000e+03,2.033216918945312500e+03
4.000799804687500000e+03,2.064082519531250000e+03
4.032297363281250000e+03,2.095900146484375000e+03
4.063376464843750000e+03,2.126066894531250000e+03
4.094232910156250000e+03,2.156403320312500000e+03
4.001001464843750000e+03,2.002266723632812500e+03
4.032760742187500000e+03,2.033220092773437500e+03
4.063888916015625000e+03,2.064880615234375000e+03
4.094817382812500000e+03,2.095884765625000000e+03
4.125653808593750000e+03,2.126777832031250000e+03
4.032951660156250000e+03,1.971594726562500000e+03
4.064174072265625000e+03,2.002791137695312500e+03
4.095642578125000000e+03,2.033375854492187500e+03
4.126853515625000000e+03,2.065031494140625000e+03
4.157284179687500000e+03,2.095890380859375000e+03
4.064260986328125000e+03,1.939958862304687500e+03
4.096077636718750000e+03,1.971844238281250000e+03
4.127163574218750000e+03,2.002925659179687500e+03
4.158073730468750000e+03,2.034607055664062500e+03
4.188903808593750000e+03,2.065212646484375000e+03
4.096959960937500000e+03,1.908330932617187500e+03
4.128209472656250000e+03,1.940121337890625000e+03
4.159675292968750000e+03,1.972011840820312500e+03
4.190295898437500000e+03,2.002990722656250000e+03
4.220808593750000000e+03,2.034772460937500000e+03
4.129149902343750000e+03,1.876928955078125000e+03
4.160836914062500000e+03,1.908862182617187500e+03
4.191149414062500000e+03,1.940846923828125000e+03
4.221899414062500000e+03,1.972086669921875000e+03
4.252230957031250000e+03,2.003796386718750000e+03
4.161818359375000000e+03,1.845275024414062500e+03
4.192851562500000000e+03,1.877724121093750000e+03
4.223885742187500000e+03,1.909265136718750000e+03
4.254029296875000000e+03,1.941775268554687500e+03
4.284199218750000000e+03,1.973148437500000000e+03
