6.847281738281250000e+03,1.932695556640625000e+03
6.887113281250000000e+03,1.973748291015625000e+03
6.926853027343750000e+03,2.014359863281250000e+03
6.965885742187500000e+03,2.054865966796875000e+03
7.004122558593750000e+03,2.094645263671875000e+03
6.889025390625000000e+03,1.892879028320312500e+03
6.928720703125000000e+03,1.934041137695312500e+03
6.967755371093750000e+03,1.974959594726562500e+03
7.006313964843750000e+03,2.015175048828125000e+03
7.044760253906250000e+03,2.055664794921875000e+03
6.930846191406250000e+03,1.853632080078125000e+03
6.970061523437500000e+03,1.894172607421875000e+03
7.009047851562500000e+03,1.935242065429687500e+03
7.047297363281250000e+03,1.976209594726562500e+03
7.084965820312500000e+03,2.016792968750000000e+03
6.972821777343750000e+03,1.813777221679687500e+03
7.011743652343750000e+03,1.855260986328125000e+03
7.050092773437500000e+03,1.896803100585937500e+03
7.087947265625000000e+03,1.937300048828125000e+03
7.125273437500000000e+03,1.977866943359375000e+03
7.014998046875000000e+03,1.774269653320312500e+03
7.053734375000000000e+03,1.816167602539062500e+03
7.091070312500000000e+03,1.857903320312500000e+03
7.128250000000000000e+03,1.899177246093750000e+03
7.164938476562500000e+03,1.939750488281250000e+03
7.055979003906250000e+03,1.736166137695312500e+03
7.094686035156250000e+03,1.778295043945312500e+03
7.131969726562500000e+03,1.819877685546875000e+03
7.168765136718750000e+03,1.861038208007812500e+03
7.204798828125000000e+03,1.901994384765625000e+03
7.098321777343750000e+03,1.698949829101562500e+03
7.135333984375000000e+03,1.740937500000000000e+03
7.172276855468750000e+03,1.782390136718750000e+03
7.208978515625000000e+03,1.823855834960937500e+03
7.244358886718750000e+03,1.865032226562500000e+03
