"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
0.0060438,2.3086,-1.3691,5.0,0.0,15.0,2.684,556773229.0
0.017014,6.4989,-1.0677,1.0,1.0,15.0,6.586,556773229.0
0.0063816,2.4376,-1.3696,3.0,2.0,15.0,2.796,556773229.0
0.018428,7.0388,-0.98924,80.0,3.0,15.0,7.108,556773229.0
0.0067127,2.5641,-1.3633,3.0,4.0,15.0,2.904,556773229.0
0.018462,7.0519,-0.82467,55.0,5.0,15.0,7.1,556773229.0
0.0070792,2.704,-1.3582,4.0,6.0,15.0,3.026,556773229.0
0.01846,7.0514,-0.65786,76.0,7.0,15.0,7.082,556773229.0
0.0075532,2.8851,-1.3656,3.0,8.0,15.0,3.192,556773229.0
0.018443,7.0448,-0.49262,69.0,9.0,15.0,7.062,556773229.0
0.008079,3.0859,-1.374,6.0,10.0,15.0,3.378,556773229.0
0.0184,7.0283,-0.32776,86.0,11.0,15.0,7.036,556773229.0
0.0086241,3.2942,-1.376,7.0,12.0,15.0,3.57,556773229.0
0.018426,7.0381,-0.1634,102.0,13.0,15.0,7.04,556773229.0
0.0092084,3.5173,-1.3735,3.0,14.0,15.0,3.776,556773229.0
0.018436,7.042,0.0,65.0,15.0,15.0,7.042,556773229.0
0.0098503,3.7625,-1.3694,6.0,16.0,15.0,4.004,556773229.0
0.018473,7.0561,0.16382,86.0,17.0,15.0,7.058,556773229.0
0.010645,4.0661,-1.3739,4.0,18.0,15.0,4.292,556773229.0
0.018426,7.0383,0.32823,79.0,19.0,15.0,7.046,556773229.0
0.011531,4.4045,-1.3744,6.0,20.0,15.0,4.614,556773229.0
0.018438,7.0428,0.49248,51.0,21.0,15.0,7.06,556773229.0
0.012643,4.8294,-1.3848,3.0,22.0,15.0,5.024,556773229.0
0.01846,7.0514,0.65786,75.0,23.0,15.0,7.082,556773229.0
0.013783,5.2646,-1.3782,7.0,24.0,15.0,5.442,556773229.0
0.018488,7.0619,0.82583,83.0,25.0,15.0,7.11,556773229.0
0.015188,5.8014,-1.3746,2.0,26.0,15.0,5.962,556773229.0
0.018448,7.0467,0.99036,82.0,27.0,15.0,7.116,556773229.0
0.016973,6.4831,-1.378,7.0,28.0,15.0,6.628,556773229.0
0.018435,7.0416,1.1569,81.0,29.0,15.0,7.136,556773229.0
0.018431,7.0401,-1.3264,76.0,30.0,15.0,7.164,556773229.0
0.018426,7.0381,1.3261,77.0,31.0,15.0,7.162,556773229.0
0.012855,2.3016,-1.365,6.0,0.0,32.0,2.676,556773229.0
0.036252,6.4909,-1.0664,1.0,1.0,32.0,6.578,556773229.0
0.013604,2.4358,-1.3686,3.0,2.0,32.0,2.794,556773229.0
0.039257,7.0288,-0.98785,80.0,3.0,32.0,7.098,556773229.0
0.01434,2.5676,-1.3652,3.0,4.0,32.0,2.908,556773229.0
0.03933,7.0419,-0.82351,51.0,5.0,32.0,7.09,556773229.0
0.015072,2.6986,-1.3555,4.0,6.0,32.0,3.02,556773229.0
0.039349,7.0453,-0.6573,72.0,7.0,32.0,7.076,556773229.0
0.016093,2.8815,-1.3639,3.0,8.0,32.0,3.188,556773229.0
0.039301,7.0367,-0.49206,64.0,9.0,32.0,7.054,556773229.0
0.017266,3.0914,-1.3764,6.0,10.0,32.0,3.384,556773229.0
0.039198,7.0183,-0.3273,86.0,11.0,32.0,7.026,556773229.0
