"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
0.0048278,2.3051,-1.367,5.0,0.0,12.0,2.68,532696235.0
0.013628,6.5068,-1.069,1.0,1.0,12.0,6.594,532696235.0
0.0051162,2.4428,-1.3725,3.0,2.0,12.0,2.802,532696235.0
0.014746,7.0408,-0.98952,80.0,3.0,12.0,7.11,532696235.0
0.0053628,2.5605,-1.3615,3.0,4.0,12.0,2.9,532696235.0
0.014761,7.048,-0.82421,55.0,5.0,12.0,7.096,532696235.0
0.0056746,2.7094,-1.3609,4.0,6.0,12.0,3.032,532696235.0
0.01476,7.0474,-0.65749,76.0,7.0,12.0,7.078,532696235.0
0.0060426,2.8851,-1.3656,3.0,8.0,12.0,3.192,532696235.0
0.014763,7.0488,-0.4929,73.0,9.0,12.0,7.066,532696235.0
0.0064594,3.0841,-1.3731,6.0,10.0,12.0,3.376,532696235.0
0.014724,7.0303,-0.32785,86.0,11.0,12.0,7.038,532696235.0
0.0069032,3.296,-1.3767,7.0,12.0,12.0,3.572,532696235.0
0.014753,7.0441,-0.16354,103.0,13.0,12.0,7.046,532696235.0
0.0073628,3.5155,-1.3728,3.0,14.0,12.0,3.774,532696235.0
0.014749,7.042,0.0,66.0,15.0,12.0,7.042,532696235.0
0.0078881,3.7663,-1.3708,6.0,16.0,12.0,4.008,532696235.0
0.014782,7.0581,0.16387,87.0,17.0,12.0,7.06,532696235.0
0.008524,4.0699,-1.3752,4.0,18.0,12.0,4.296,532696235.0
0.014745,7.0403,0.32832,79.0,19.0,12.0,7.048,532696235.0
0.0092289,4.4064,-1.375,6.0,20.0,12.0,4.616,532696235.0
0.014759,7.0468,0.49276,51.0,21.0,12.0,7.064,532696235.0
0.010115,4.8294,-1.3848,3.0,22.0,12.0,5.024,532696235.0
0.014773,7.0534,0.65805,75.0,23.0,12.0,7.084,532696235.0
0.011006,5.2549,-1.3757,7.0,24.0,12.0,5.432,532696235.0
0.014795,7.0638,0.82606,83.0,25.0,12.0,7.112,532696235.0
0.012122,5.7877,-1.3714,2.0,26.0,12.0,5.948,532696235.0
0.014771,7.0527,0.99119,82.0,27.0,12.0,7.122,532696235.0
0.01357,6.4792,-1.3772,7.0,28.0,12.0,6.624,532696235.0
0.014769,7.0514,1.1585,101.0,29.0,12.0,7.146,532696235.0
0.014741,7.0382,-1.3261,75.0,30.0,12.0,7.162,532696235.0
0.014749,7.0421,1.3268,77.0,31.0,12.0,7.166,532696235.0
0.011667,2.3051,-1.367,6.0,0.0,29.0,2.68,532696235.0
0.032904,6.5008,-1.068,1.0,1.0,29.0,6.588,532696235.0
0.012347,2.4393,-1.3706,3.0,2.0,29.0,2.798,532696235.0
0.035576,7.0288,-0.98785,80.0,3.0,29.0,7.098,532696235.0
0.012942,2.557,-1.3596,3.0,4.0,29.0,2.896,532696235.0
0.035653,7.0439,-0.82374,55.0,5.0,29.0,7.092,532696235.0
0.013695,2.7058,-1.3591,4.0,6.0,29.0,3.028,532696235.0
0.03565,7.0433,-0.65712,72.0,7.0,29.0,7.074,532696235.0
0.014621,2.8887,-1.3673,3.0,8.0,29.0,3.196,532696235.0
0.035606,7.0347,-0.49192,64.0,9.0,29.0,7.052,532696235.0
0.015647,3.0914,-1.3764,6.0,10.0,29.0,3.384,532696235.0
0.035543,7.0223,-0.32748,86.0,11.0,29.0,7.03,532696235.0
0.016692,3.2978,-1.3775,8.0,12.0,29.0,3.574,532696235.0
0.035593,7.032,-0.16326,102.0,13.0,29.0,7.034,532696235.0
0.017793,3.5154,-1.3728,3.0,14.0,29.0,3.774,532696235.0
0.035622,7.0379,0.0,65.0,15.0,29.0,7.038,532696235.0
0.019091,3.7719,-1.3729,6.0,16.0,29.0,4.014,532696235.0
0.035673,7.048,0.16364,86.0,17.0,29.0,7.05,532696235.0
0.020628,4.0756,-1.3771,5.0,18.0,29.0,4.302,532696235.0
0.035624,7.0383,0.32823,79.0,19.0,29.0,7.046,532696235.0
0.022313,4.4083,-1.3756,7.0,20.0,29.0,4.618,532696235.0
0.035616,7.0367,0.49206,48.0,21.0,29.0,7.054,532696235.0
0.024424,4.8255,-1.3837,3.0,22.0,29.0,5.02,532696235.0
0.03564,7.0413,0.65693,75.0,23.0,29.0,7.072,532696235.0
0.026666,5.2684,-1.3792,7.0,24.0,29.0,5.446,532696235.0
0.035693,7.0519,0.82467,82.0,25.0,29.0,7.1,532696235.0
0.029334,5.7955,-1.3732,2.0,26.0,29.0,5.956,532696235.0
0.035637,7.0407,0.98952,82.0,27.0,29.0,7.11,532696235.0
0.032675,6.4557,-1.3722,6.0,28.0,29.0,6.6,532696235.0
0.035631,7.0395,1.1566,81.0,29.0,29.0,7.134,532696235.0
0.035544,7.0224,-1.3231,70.0,30.0,29.0,7.146,532696235.0
0.035603,7.0341,1.3253,77.0,31.0,29.0,7.158,532696235.0
0.018479,2.3016,-1.365,5.0,0.0,46.0,2.676,532696235.0
0.052097,6.4888,-1.0661,2.0,1.0,46.0,6.576,532696235.0
0.019458,2.4236,-1.3618,3.0,2.0,46.0,2.78,532696235.0
0.056352,7.0188,-0.98646,81.0,3.0,46.0,7.088,532696235.0
0.020614,2.5675,-1.3652,3.0,4.0,46.0,2.908,532696235.0
0.056457,7.0319,-0.82235,51.0,5.0,46.0,7.08,532696235.0
0.021795,2.7147,-1.3636,5.0,6.0,46.0,3.038,532696235.0
0.0565,7.0372,-0.65656,76.0,7.0,46.0,7.068,532696235.0
