"Points:0","Points:1","Points:2","intensity","laser_id","azimuth","distance_m","timestamp"
0.0016177,2.3172,-1.3742,4.0,0.0,4.0,2.694,221090409.0
0.0045398,6.5028,-1.0684,1.0,1.0,4.0,6.59,221090409.0
0.0016932,2.4254,-1.3627,3.0,2.0,4.0,2.782,221090409.0
0.0049113,7.0349,-0.98869,63.0,3.0,4.0,7.104,221090409.0
0.0017814,2.5517,-1.3568,3.0,4.0,4.0,2.89,221090409.0
0.0049246,7.0539,-0.8249,44.0,5.0,4.0,7.102,221090409.0
0.001889,2.7058,-1.3591,4.0,6.0,4.0,3.028,221090409.0
0.0049228,7.0514,-0.65786,68.0,7.0,4.0,7.082,221090409.0
0.0020142,2.8851,-1.3656,3.0,8.0,4.0,3.192,221090409.0
0.004921,7.0488,-0.4929,56.0,9.0,4.0,7.066,221090409.0
0.0021519,3.0823,-1.3723,5.0,10.0,4.0,3.374,221090409.0
0.0049109,7.0344,-0.32804,70.0,11.0,4.0,7.042,221090409.0
0.0022998,3.2942,-1.376,6.0,12.0,4.0,3.57,221090409.0
0.0049233,7.0521,-0.16373,101.0,13.0,4.0,7.054,221090409.0
0.0024569,3.5192,-1.3742,3.0,14.0,4.0,3.778,221090409.0
0.0049148,7.04,0.0,49.0,15.0,4.0,7.04,221090409.0
0.0026215,3.755,-1.3667,4.0,16.0,4.0,3.996,221090409.0
0.0049261,7.0561,0.16382,71.0,17.0,4.0,7.058,221090409.0
0.0028466,4.0775,-1.3778,4.0,18.0,4.0,4.304,221090409.0
0.0049235,7.0523,0.32888,56.0,19.0,4.0,7.06,221090409.0
0.003071,4.3988,-1.3726,4.0,20.0,4.0,4.608,221090409.0
0.0049182,7.0448,0.49262,34.0,21.0,4.0,7.062,221090409.0
0.0033635,4.8178,-1.3815,4.0,22.0,4.0,5.012,221090409.0
0.0049228,7.0514,0.65786,73.0,23.0,4.0,7.082,221090409.0
0.0036713,5.2588,-1.3767,7.0,24.0,4.0,5.436,221090409.0
0.0049357,7.0698,0.82676,70.0,25.0,4.0,7.118,221090409.0
0.0040447,5.7936,-1.3727,2.0,26.0,4.0,5.954,221090409.0
0.0049279,7.0586,0.99203,70.0,27.0,4.0,7.128,221090409.0
0.0045234,6.4792,-1.3772,8.0,28.0,4.0,6.624,221090409.0
0.0049242,7.0534,1.1588,80.0,29.0,4.0,7.148,221090409.0
0.0049204,7.048,-1.3279,74.0,30.0,4.0,7.172,221090409.0
0.0049204,7.048,1.3279,63.0,31.0,4.0,7.172,221090409.0
0.0072417,2.3051,-1.367,5.0,0.0,18.0,2.68,221090409.0
0.020417,6.4988,-1.0677,1.0,1.0,18.0,6.586,221090409.0
0.0076031,2.4201,-1.3598,3.0,2.0,18.0,2.776,221090409.0
0.022082,7.0289,-0.98785,101.0,3.0,18.0,7.098,221090409.0
0.0080386,2.5588,-1.3605,3.0,4.0,18.0,2.898,221090409.0
0.022129,7.044,-0.82374,49.0,5.0,18.0,7.092,221090409.0
0.008495,2.704,-1.3582,4.0,6.0,18.0,3.026,221090409.0
0.022115,7.0394,-0.65675,72.0,7.0,18.0,7.07,221090409.0
0.0090695,2.8869,-1.3665,3.0,8.0,18.0,3.194,221090409.0
0.022107,7.0368,-0.49206,64.0,9.0,18.0,7.054,221090409.0
0.0096604,3.075,-1.3691,5.0,10.0,18.0,3.366,221090409.0
0.022068,7.0243,-0.32757,82.0,11.0,18.0,7.032,221090409.0
0.010355,3.296,-1.3767,7.0,12.0,18.0,3.572,221090409.0
0.022111,7.0381,-0.1634,102.0,13.0,18.0,7.04,221090409.0
0.01105,3.5173,-1.3735,3.0,14.0,18.0,3.776,221090409.0
0.022104,7.036,0.0,60.0,15.0,18.0,7.036,221090409.0
0.01185,3.7719,-1.3729,6.0,16.0,18.0,4.014,221090409.0
0.022155,7.0521,0.16373,76.0,17.0,18.0,7.054,221090409.0
0.012804,4.0756,-1.3771,3.0,18.0,18.0,4.302,221090409.0
0.022124,7.0423,0.32841,72.0,19.0,18.0,7.05,221090409.0
0.013795,4.3912,-1.3702,5.0,20.0,18.0,4.6,221090409.0
0.022075,7.0268,0.49136,45.0,21.0,18.0,7.044,221090409.0
0.015172,4.8294,-1.3848,3.0,22.0,18.0,5.024,221090409.0
0.022121,7.0414,0.65693,75.0,23.0,18.0,7.072,221090409.0
0.016521,5.2588,-1.3767,7.0,24.0,18.0,5.436,221090409.0
0.022173,7.0579,0.82537,77.0,25.0,18.0,7.106,221090409.0
0.018213,5.7975,-1.3737,2.0,26.0,18.0,5.958,221090409.0
0.02215,7.0507,0.99091,78.0,27.0,18.0,7.12,221090409.0
0.020324,6.4694,-1.3751,6.0,28.0,18.0,6.614,221090409.0
0.022134,7.0455,1.1575,80.0,29.0,18.0,7.14,221090409.0
0.022123,7.0421,-1.3268,74.0,30.0,18.0,7.166,221090409.0
0.022117,7.0401,1.3264,71.0,31.0,18.0,7.164,221090409.0
0.014494,2.3068,-1.3681,5.0,0.0,36.0,2.682,221090409.0
0.040809,6.4948,-1.0671,1.0,1.0,36.0,6.582,221090409.0
0.015239,2.4253,-1.3627,3.0,2.0,36.0,2.782,221090409.0
0.044164,7.0288,-0.98785,80.0,3.0,36.0,7.098,221090409.0
0.016022,2.5499,-1.3558,3.0,4.0,36.0,2.888,221090409.0
0.044159,7.028,-0.82188,46.0,5.0,36.0,7.076,221090409.0
0.016979,2.7022,-1.3573,4.0,6.0,36.0,3.024,221090409.0
0.044167,7.0293,-0.65582,64.0,7.0,36.0,7.06,221090409.0
0.018105,2.8814,-1.3639,3.0,8.0,36.0,3.188,221090409.0
0.044163,7.0287,-0.4915,56.0,9.0,36.0,7.046,221090409.0
0.019298,3.0713,-1.3674,5.0,10.0,36.0,3.362,221090409.0
0.044097,7.0182,-0.3273,82.0,11.0,36.0,7.026,221090409.0
0.020663,3.2886,-1.3736,7.0,12.0,36.0,3.564,221090409.0
0.044146,7.026,-0.16313,101.0,13.0,36.0,7.028,221090409.0
0.022123,3.521,-1.3749,3.0,14.0,36.0,3.78,221090409.0
0.044133,7.0239,0.0,56.0,15.0,36.0,7.024,221090409.0
0.023688,3.77,-1.3722,6.0,16.0,36.0,4.012,221090409.0
0.044259,7.044,0.16354,75.0,17.0,36.0,7.046,221090409.0
0.02562,4.0774,-1.3778,3.0,18.0,36.0,4.304,221090409.0
0.044198,7.0342,0.32804,69.0,19.0,36.0,7.042,221090409.0
0.027686,4.4064,-1.375,5.0,20.0,36.0,4.616,221090409.0
0.044101,7.0187,0.49081,44.0,21.0,36.0,7.036,221090409.0
0.03032,4.8254,-1.3837,3.0,22.0,36.0,5.02,221090409.0
0.044192,7.0333,0.65619,73.0,23.0,36.0,7.064,221090409.0
0.033066,5.2626,-1.3777,7.0,24.0,36.0,5.44,221090409.0
0.044296,7.0498,0.82444,77.0,25.0,36.0,7.098,221090409.0
0.036451,5.8013,-1.3746,2.0,26.0,36.0,5.962,221090409.0
0.044263,7.0446,0.99008,74.0,27.0,36.0,7.114,221090409.0
0.040661,6.4713,-1.3755,6.0,28.0,36.0,6.616,221090409.0
0.044194,7.0336,1.1556,80.0,29.0,36.0,7.128,221090409.0
0.044172,7.0302,-1.3246,74.0,30.0,36.0,7.154,221090409.0
